ID Cliente,Total Ventas USD,Total Cajas,Productos Diferentes,Categorías Diferentes,Activo
4249,954.195,309,51,6,1
4250,3771.33,1124,77,7,1
4251,83.22,25,17,5,0
4252,1331.265,367,50,6,1
4253,3538.41,745,73,7,1
4254,3217.23,879,54,7,1
4255,2905.905,898,75,7,1
4256,4296.72,1075,58,7,1
4257,6957.78,1528,71,7,1
4258,3704.625,1052,71,7,1
4259,607.965,146,31,6,1
4260,3438.675,1045,72,7,1
4261,6065.055,1708,92,7,1
4262,4001.4900000000002,1066,52,6,1
4263,862.635,238,45,7,0
4264,598.11,202,22,2,1
4265,1140.8700000000001,386,49,7,1
4266,9441.345,1987,77,8,1
4267,8241.210000000001,1999,77,7,1
4268,0.0,0,4,1,0
4269,909.585,270,56,6,1
4270,1884.3,627,64,7,1
4271,6798.975,1694,76,7,1
4272,51.78,20,15,4,0
4273,1065.66,313,45,6,1
4274,1203.4950000000001,394,49,4,1
4275,11841.539999999999,2943,103,8,1
4276,4829.37,1274,69,7,1
4277,1037.88,284,50,7,1
4278,1267.08,409,63,6,1
4279,3518.265,984,71,7,1
4280,17.909999999999997,5,2,2,0
4281,6815.28,1550,68,7,1
4282,15730.455,3417,96,8,1
4283,3918.285,1199,73,7,1
4284,3239.31,740,76,7,1
4285,6509.34,1673,73,7,1
4286,105.495,39,28,5,0
4287,8592.825,2109,89,7,1
4288,336.525,98,16,5,1
4289,3636.405,812,64,7,1
4290,1770.33,467,59,6,1
4291,2101.98,566,57,7,1
4292,3415.875,1006,80,7,1
4293,3443.91,1032,78,8,1
4294,3103.035,815,74,7,1
4295,1408.065,439,64,7,1
4296,4401.015,966,77,7,1
4297,2129.3849999999998,565,67,7,1
4298,3003.375,960,68,7,1
4299,3740.355,1013,83,7,1
4300,11443.17,2496,84,8,1
4301,4076.805,1208,89,7,1
4302,1243.815,292,46,6,1
4303,800.8199999999999,180,37,5,1
4304,3.69,1,1,1,0
4305,6046.68,1806,85,7,1
4306,2509.95,518,46,6,1
4307,214.23,55,22,5,0
4308,4130.5199999999995,925,68,8,1
4309,1518.525,531,62,7,1
4310,1933.245,494,59,6,1
4311,2672.46,747,69,7,1
4312,955.1850000000001,254,51,7,0
4313,1656.255,490,67,6,1
4314,2811.18,827,80,7,1
4315,3958.47,1032,75,7,1
4316,4282.425,1051,71,7,1
4317,5223.75,1252,72,7,1
4318,1639.92,428,53,7,1
4319,2579.505,615,37,6,1
4320,810.105,223,44,6,1
4321,2400.195,675,33,5,1
4322,2147.79,578,59,7,1
4323,5676.15,1571,85,7,1
4324,15268.08,3909,97,8,1
4325,1372.83,372,56,7,1
4326,1497.615,349,42,6,1
4327,1533.6000000000001,472,46,7,1
4328,647.175,204,27,5,1
4329,760.605,181,38,6,0
4330,6783.8550000000005,1920,81,7,1
4331,753.51,228,28,5,1
4332,4002.645,1033,82,7,1
4333,4538.22,1062,52,7,1
4334,297.3,75,23,4,0
4335,3425.37,714,53,5,1
4336,397.44,107,24,5,0
4337,7905.24,2115,101,8,1
4338,1099.065,284,44,5,1
4339,9708.0,2168,83,8,1
4340,11416.41,2957,89,7,1
4341,1461.825,390,68,7,0
4342,1343.325,329,49,5,1
4343,2641.635,693,52,7,1
4344,4214.16,871,76,7,1
4345,6398.58,1425,69,7,1
4346,312.57,84,35,7,1
4347,1402.785,381,45,7,1
4348,1350.63,309,48,7,1
4349,2094.225,459,50,7,1
4350,1515.54,356,47,6,1
4351,2497.815,752,74,7,1
4352,10308.18,2464,90,8,1
4353,4615.59,1362,88,8,1
4354,8288.055,2483,70,7,1
4355,1483.845,409,52,7,1
4356,141.165,42,22,5,0
4357,1017.285,215,29,4,1
4358,5637.06,1551,94,8,1
4359,2199.555,638,55,7,1
4360,8131.4400000000005,2054,67,8,1
4361,787.65,201,41,6,0
4362,1118.58,306,43,6,1
4363,8263.665,2113,84,7,1
4364,2974.89,765,61,8,1
4365,20949.375,4295,84,8,1
4366,692.79,196,42,6,1
4367,200.325,53,26,6,0
4368,3647.79,845,71,7,1
4369,1935.33,500,69,7,1
4370,2586.27,690,64,6,1
4371,4950.1050000000005,1377,75,7,1
4372,5656.59,1280,64,7,1
4373,9975.36,2376,73,7,1
4374,4284.975,1194,77,7,1
4375,6418.74,1586,91,7,1
4376,8318.4,1829,89,8,1
4377,1554.54,449,45,7,1
4378,3366.66,880,68,7,1
4379,15342.885,3688,102,8,1
4380,3449.82,968,78,7,1
4381,4701.285,1174,83,7,1
4382,3191.235,795,62,7,1
4383,2221.44,682,64,7,1
4384,1790.325,537,59,7,1
4385,6570.345,1754,95,8,1
4386,4294.905,1240,81,7,1
4387,235.53,70,25,5,0
4388,7896.18,1870,83,8,1
4389,11.295,4,4,2,0
4390,9282.81,2463,88,7,1
4391,7582.635,1963,91,7,1
4392,4832.31,1115,70,8,1
4393,2783.31,805,71,7,1
4394,4274.91,1032,66,7,1
4395,8793.105,2398,86,8,1
4396,17781.375,4195,109,7,1
4397,9554.414999999999,2843,99,8,1
4398,1598.145,378,44,7,1
4399,28.845,6,3,2,0
4400,13262.085000000001,3204,85,8,1
4401,2620.935,774,88,8,1
4402,232.86,68,28,7,0
4403,27335.805,5673,105,8,1
4404,9391.545,2461,88,7,1
4405,8109.12,2023,87,7,1
4406,3357.525,908,68,7,1
4407,5517.18,1695,71,7,1
4408,4416.57,1241,87,8,1
4409,6386.19,1584,87,8,1
4410,17066.355,3830,67,7,1
4411,4920.36,1418,75,8,1
4412,6852.81,1797,84,8,1
4413,1289.01,325,58,6,1
4414,7702.395,1894,78,8,1
4415,257.73,72,23,5,0
4416,218.1,61,16,5,0
4417,2447.1150000000002,786,79,7,1
4418,2720.94,741,62,7,1
4419,2062.515,648,71,7,1
4420,4007.34,1048,59,7,1
4421,6135.06,1455,92,8,1
4422,3722.025,1144,75,7,1
4423,3823.41,971,75,8,1
4424,2701.425,643,62,7,1
4425,1288.425,290,25,5,1
4426,1212.78,309,48,6,1
4427,3071.145,843,71,7,1
4428,9024.465,2060,83,7,1
4429,1339.32,470,44,6,1
4430,1875.585,525,51,6,1
4431,2641.665,803,86,8,1
4432,2138.355,537,63,7,1
4433,7714.2,2019,93,7,1
4434,2905.485,844,67,7,1
4435,27059.535,6319,119,8,1
4436,3845.805,743,56,7,1
4437,2579.145,481,14,5,1
4438,3664.125,1040,97,8,1
4439,20795.625,4854,106,8,1
4440,16870.095,3759,104,8,1
4441,1304.31,394,40,5,1
4442,1147.92,355,54,8,1
4443,1470.435,480,54,8,1
4444,3428.52,1039,57,7,1
4445,6965.625,1984,79,7,1
4446,1687.05,501,60,7,1
4447,2080.095,491,56,7,0
4448,2304.3,590,57,6,1
4449,4085.88,1159,75,7,1
4450,4511.895,1220,82,7,1
4451,1755.18,605,66,7,1
4452,11918.685,2957,92,8,1
4453,2174.13,571,52,6,1
4454,27517.905,6020,113,7,1
4455,2981.625,757,54,7,1
4456,5756.13,1365,60,7,1
4457,2116.965,546,56,7,1
4458,6716.13,1623,79,7,1
4459,6501.105,1879,70,7,1
4460,1446.99,388,53,6,1
4461,3450.855,849,73,7,1
4462,4505.73,1373,76,7,1
4463,9178.215,2126,92,8,1
4464,336.65999999999997,83,23,6,0
4465,6099.78,1715,82,7,1
4466,3655.23,1034,97,8,1
4467,4040.25,1205,71,7,1
4468,1985.295,586,60,6,1
4469,3678.555,779,57,7,1
4470,2548.995,659,62,7,1
4471,4165.275,945,83,7,1
4472,5924.145,1450,70,7,1
4473,11279.295,2273,62,7,1
4474,2189.145,644,56,7,1
4475,135.165,46,24,6,0
4476,270.285,65,19,4,0
4477,8888.115,2115,84,8,1
4478,10948.755,2503,79,7,1
4479,2810.1,660,73,8,1
4480,7827.375,1690,80,7,1
4481,10242.135,2464,91,8,1
4482,2655.975,796,63,7,1
4483,18699.405,4477,122,8,1
4484,8090.46,1865,98,8,1
4485,3054.795,733,69,7,1
4486,6494.82,1301,36,4,1
4487,40.74,14,8,3,0
4488,6869.31,1847,82,7,1
4489,11175.495,2867,79,7,1
4490,597.465,193,43,6,1
4491,11108.685,2869,103,8,1
4492,1552.5,438,58,7,1
4493,51.614999999999995,14,8,3,0
4494,1137.525,355,55,7,1
4495,4391.1,1102,69,7,1
4496,13.815000000000001,5,3,1,0
4497,3142.44,731,59,7,1
4498,2643.9,767,63,7,1
4499,7832.145,1942,95,8,1
4500,7543.83,1888,96,7,1
4501,4499.265,1275,75,8,1
4502,3678.57,1055,84,7,1
4503,2579.07,810,66,7,1
4504,5115.375,1376,70,8,1
4505,7622.04,1978,95,7,1
4506,3132.075,894,85,8,1
4507,1977.945,559,59,7,1
4508,14095.725,3182,102,8,1
4509,3189.9,899,38,7,1
4510,8360.07,1839,73,7,1
4511,2932.335,817,70,7,1
4512,4297.38,1323,85,7,1
4513,4797.375,1237,63,7,1
4514,3910.26,1189,85,8,1
4515,4836.51,1299,64,7,1
4516,627.21,188,34,6,1
4517,904.725,271,26,6,1
4518,2087.745,569,57,6,1
4519,1108.5,231,20,3,1
4520,4265.97,1254,74,7,1
4521,1819.725,537,61,7,1
4522,892.35,223,43,5,1
4523,357.75,101,12,2,1
4524,3928.17,919,77,7,1
4525,3435.765,970,81,7,1
4526,7256.31,1975,81,7,1
4527,2405.07,726,80,7,1
4528,4447.29,1114,69,6,1
4529,9263.28,2211,93,8,1
4530,6091.11,1857,87,7,1
4531,5890.485,1552,95,7,1
4532,16792.905,3804,112,8,1
4533,1231.26,349,24,6,1
4534,918.555,256,47,7,0
4535,5804.49,1204,39,6,1
4536,8198.475,1979,86,7,1
4537,7840.74,2079,85,8,1
4538,691.365,209,40,7,1
4539,511.59000000000003,146,30,6,1
4540,8127.045,1922,79,7,1
4541,3392.565,778,58,7,1
4542,9680.325,2240,97,8,1
4543,6534.36,1556,94,8,1
4544,9424.845,2278,89,7,1
4545,958.575,268,51,7,1
4546,15634.005,3983,90,8,1
4547,1908.21,468,40,6,1
4548,2324.22,691,70,7,1
4549,2918.205,747,61,7,1
4550,6830.22,1750,77,7,1
4551,7606.065,1957,85,7,1
4552,1097.415,298,55,7,0
4553,1680.75,446,33,7,1
4554,6554.055,1823,72,7,1
4555,3126.3,963,76,7,1
4556,336.3,109,27,5,0
4557,166.83,55,35,5,0
4558,11345.445,2988,95,8,1
4559,527.655,137,43,6,0
4560,256.15500000000003,85,28,6,0
4561,3862.92,1194,93,8,1
4562,12157.92,3453,114,8,1
4563,18634.89,4267,95,8,1
4564,2360.145,651,64,7,1
4565,7158.45,1935,90,8,1
4566,9546.405,2177,86,7,1
4567,6104.88,1380,74,7,1
4568,1715.595,537,69,6,1
4569,1275.075,339,46,7,1
4570,3142.11,909,66,7,1
4571,2110.575,695,62,7,1
4572,21875.97,4518,106,8,1
4573,4786.32,1255,71,8,1
4574,833.1,230,35,5,1
4575,5265.525,1124,80,8,1
4576,7385.265,1871,92,7,1
4577,2119.605,564,49,6,1
4578,4993.725,1087,65,7,1
4579,5926.035,1628,95,8,1
4580,11465.355,2429,65,7,1
4581,265.86,83,28,5,0
4582,9043.755,2312,87,8,1
4583,1525.155,383,44,6,1
4584,2565.465,696,71,8,1
4585,2417.625,600,62,7,1
4586,8038.8,1975,86,8,1
4587,64380.78,11610,18,2,1
4588,319.425,77,23,5,0
4589,6499.815,1663,82,8,1
4590,17383.425,3147,18,4,1
4591,2871.57,825,78,7,1
4592,15.285,5,4,3,0
4593,3553.35,1039,77,7,1
4594,1308.825,333,57,6,1
4595,2078.4900000000002,623,55,7,1
4596,6736.995,1798,86,7,1
4597,2199.39,626,67,7,1
4598,3202.38,738,73,8,1
4599,1600.2450000000001,379,23,6,1
4600,2218.56,601,52,5,1
4601,1462.395,486,57,6,1
4602,2133.285,620,56,8,1
4603,7179.555,1805,75,7,1
4604,69.36,25,15,5,0
4605,124.89,38,17,5,0
4606,892.245,253,50,7,0
4607,1940.97,571,62,7,1
4608,1737.57,530,46,6,1
4609,5365.335,1422,100,7,1
4610,4240.3949999999995,1207,79,7,1
4611,11610.6,2358,66,7,1
4612,635.8199999999999,165,36,4,1
4613,3626.76,978,75,7,1
4614,3153.96,542,20,3,1
4615,807.6750000000001,238,43,5,1
4616,8287.5,1890,86,8,1
4617,605.1899999999999,166,41,7,1
4618,6046.62,1381,65,7,1
4619,2089.86,611,61,8,1
4620,841.32,278,51,7,1
4621,2442.915,654,59,7,1
4622,7743.78,1732,82,7,1
4623,1924.65,515,54,7,1
4624,5954.04,1645,75,8,1
4625,483.675,106,40,7,0
4626,15114.69,2684,47,6,1
4627,5174.67,1357,79,7,1
4628,1209.75,370,40,5,1
4629,23.88,8,5,2,0
4630,86.76,29,23,5,0
4631,84.78,25,23,6,0
4632,987.42,282,40,5,1
4633,1929.825,506,63,7,1
4634,13818.435,2684,89,7,1
4635,31.544999999999998,13,9,3,0
4636,7390.77,1709,70,8,1
4637,2383.05,715,74,7,1
4638,12730.035,2742,88,8,1
4639,5332.185,1125,60,7,1
4640,12729.39,2771,96,8,1
4641,3306.96,777,62,6,1
4642,3777.45,1011,59,7,1
4643,25240.86,5951,126,8,1
4644,86253.465,15481,66,7,1
4645,3799.02,1049,51,7,1
4646,177.225,62,30,6,0
4647,10043.52,2417,102,8,1
4648,4224.03,1188,86,7,1
4649,1993.17,579,73,7,1
4650,307.26,95,36,5,1
4651,511.245,145,20,5,1
4652,1531.74,414,61,7,1
4653,1.785,1,5,2,0
4654,13907.37,3242,92,7,1
4655,139280.20500000002,26204,52,7,1
4656,7276.035,1859,73,7,1
4657,5126.625,1221,72,8,1
4658,13786.32,3082,97,8,1
4659,688.5,189,38,6,1
4660,9549.375,2313,96,7,1
4661,5868.72,1556,74,8,1
4662,551.73,161,42,5,0
4663,426.615,106,26,7,0
4664,6564.825,1747,77,7,1
4665,7481.505,1895,90,7,1
4666,735.39,187,36,5,1
4667,4177.44,1078,68,7,1
4668,5115.51,1331,83,8,1
4669,18812.895,4149,80,8,1
4670,2648.88,824,92,8,1
4671,811.3199999999999,230,36,8,1
4672,34027.335,7396,112,8,1
4673,2232.18,527,62,7,1
4674,5312.13,1493,78,8,1
4675,2034.015,569,63,7,1
4676,13833.18,3361,85,8,1
4677,820.26,213,37,6,1
4678,2588.64,750,68,7,1
4679,590.115,186,56,6,0
4680,227.655,77,31,6,0
4681,2843.655,819,76,7,1
4682,4692.165,1248,99,8,1
4683,7213.95,1926,72,7,1
4684,8942.835,2047,85,7,1
4685,10585.905,2397,101,8,1
4686,2030.04,492,68,7,1
4687,2363.115,719,77,7,1
4688,5972.43,1728,75,7,1
4689,3.585,1,1,1,0
4690,0.42,1,1,1,0
4691,2162.2799999999997,508,34,5,1
4692,416.79,116,28,5,0
4693,5816.3550000000005,1256,66,8,1
4694,7534.785,2028,78,8,1
4695,4368.015,1221,70,7,1
4696,1927.125,488,60,7,1
4697,646.32,179,37,6,1
4698,2644.98,782,70,7,1
4699,1051.635,314,12,6,1
4700,665.55,200,48,7,1
4701,187.785,49,30,6,0
4702,132.03,56,30,6,0
4703,403.155,115,39,6,0
4704,1502.94,394,43,5,1
4705,3395.58,1003,82,8,1
4706,2107.41,636,72,7,1
4707,6238.68,1541,96,8,1
4708,7105.08,1931,93,7,1
4709,1980.99,536,55,7,1
4710,4655.895,1122,70,7,1
4711,959.37,288,51,5,1
4712,272.76,76,26,4,0
4713,3512.625,1005,72,7,1
4714,5779.335,1600,84,7,1
4715,1037.34,343,57,6,1
4716,8869.14,1746,73,7,1
4717,2692.515,740,46,5,1
4718,10030.485,2381,84,7,1
4719,6261.015,1348,69,8,1
4720,2146.47,515,52,8,1
4721,2109.24,657,69,6,1
4722,6356.43,1540,101,8,1
4723,3875.28,1086,84,7,1
4724,5692.89,1642,89,7,1
4725,119.71499999999999,29,13,4,0
4726,6817.89,1428,55,7,1
4727,994.845,240,52,7,1
4728,3665.745,851,57,7,1
4729,5169.1050000000005,1374,92,7,1
4730,7332.54,2043,91,8,1
4731,5525.19,1186,84,7,1
4732,2361.18,559,50,7,1
4733,6829.98,1833,92,8,1
4734,993.165,268,28,6,1
4735,3062.58,848,64,7,1
4736,7684.41,1955,77,8,1
4737,5179.065,1407,67,7,1
4738,1016.745,323,59,6,1
4739,3836.325,1010,70,7,1
4740,12350.925,2967,99,8,1
4741,2166.54,591,57,7,1
4742,256.95,67,20,3,0
4743,1257.285,281,32,5,1
4744,5414.925,1212,59,8,1
4745,9973.98,2457,99,8,1
4746,999.78,291,52,6,1
4747,18198.84,4438,112,8,1
4748,3550.47,818,76,8,1
4749,527.25,142,25,5,1
4750,2207.805,569,64,7,1
4751,2617.095,823,86,7,1
4752,249.57,70,22,6,0
4753,3066.135,721,66,7,1
4754,7222.785,1712,81,8,1
4755,1247.475,345,50,6,1
4756,1755.525,507,65,7,1
4757,557.445,166,49,6,0
4758,3036.48,805,73,7,1
4759,3187.08,806,83,7,1
4760,13.155000000000001,4,2,2,0
4761,246.04500000000002,77,28,5,0
4762,6849.495,1747,95,7,1
4763,3414.645,975,65,7,1
4764,10.545,4,4,3,0
4765,5433.39,1443,68,7,1
4766,10916.25,2395,86,8,1
4767,1892.31,497,46,7,1
4768,3081.96,924,31,4,1
4769,1733.205,393,49,6,1
4770,2795.64,857,78,7,1
4771,393.93,116,32,4,0
4772,511.46999999999997,159,49,8,1
4773,1095.8700000000001,291,33,5,1
4774,6430.485,1478,86,7,1
4775,233.7,79,40,5,0
4776,10586.085,2732,91,8,1
4777,3195.3,938,75,8,1
4778,6576.495,1737,74,7,1
4779,3393.72,1041,26,5,1
4780,3444.87,1022,85,7,1
4781,8756.295,1943,94,8,1
4782,3553.14,898,63,6,1
4783,2025.345,485,29,6,1
4784,12979.425,3227,83,7,1
4785,3528.3,741,24,6,1
4786,8738.16,2238,95,7,1
4787,4886.985,1332,84,7,1
4788,4282.5,1029,67,8,1
4789,1030.305,304,45,5,1
4790,3461.265,965,79,8,1
4791,3538.515,936,94,8,1
4792,4488.15,1162,70,8,1
4793,1570.74,395,57,7,1
4794,11955.3,2540,94,7,1
4795,3633.525,1006,74,7,1
4796,10492.545,2498,90,8,1
4797,6360.255,1512,70,7,1
4798,6906.015,1647,90,7,1
4799,5699.715,1245,71,7,1
4800,1127.76,365,54,6,1
4801,8865.93,2401,75,7,1
4802,8254.275,1505,18,3,1
4803,7658.415,2086,90,8,1
4804,3898.515,1022,67,7,1
4805,8505.465,2163,80,7,1
4806,6821.82,1949,89,8,1
4807,47125.62,9781,118,8,1
4808,1761.585,424,37,5,1
4809,3743.085,1084,88,8,1
4810,5383.17,1380,92,8,1
4811,139.35,45,20,4,0
4812,774.09,216,44,6,1
4813,1382.4,447,56,7,1
4814,17505.45,4100,102,8,1
4815,1811.76,534,58,7,1
4816,3403.71,1014,73,7,1
4817,480.93,130,32,6,0
4818,0.0,0,9,2,0
4819,2112.09,769,71,7,1
4820,3810.36,1128,77,7,1
4821,5486.07,1430,90,7,1
4822,529.29,151,37,5,1
4823,756.57,220,51,6,0
4824,5599.035,1715,61,7,1
4825,2674.5,737,64,7,1
4826,2065.605,582,58,5,1
4827,6692.835,1421,59,7,1
4828,5175.45,1218,74,7,1
4829,7794.075,2000,87,8,1
4830,2601.465,622,59,7,1
4831,2371.065,763,75,7,1
4832,10389.45,2413,72,8,1
4833,3469.5,757,41,5,1
4834,3547.0950000000003,802,62,8,1
4835,11901.945,2906,102,8,1
4836,9455.505,2058,82,7,1
4837,2254.725,649,62,7,1
4838,4601.16,1363,88,7,1
4839,5112.045,1349,89,8,1
4840,20585.79,4337,94,8,1
4841,1167.27,305,34,5,1
4842,1431.36,303,24,4,1
4843,3614.1,953,70,6,1
4844,3645.3450000000003,1013,78,7,1
4845,13004.49,3584,120,8,1
4846,2159.1,573,58,6,1
4847,9624.63,1854,54,6,1
4848,4757.91,1102,67,8,1
4849,6841.9800000000005,1641,89,8,1
4850,103.74,29,15,4,0
4851,8773.905,1648,35,6,1
4852,913.095,308,56,7,1
4853,676.635,186,30,5,0
4854,22900.77,5573,123,8,1
4855,6658.89,1521,66,8,1
4856,1816.3500000000001,502,48,6,1
4857,5437.455,1392,75,7,1
4858,2275.935,541,64,7,1
4859,3052.62,715,59,8,1
4860,8389.695,2274,98,8,1
4861,4617.84,984,57,6,1
4862,1611.21,476,42,5,1
4863,9142.485,2035,71,8,1
4864,3702.915,1137,87,7,1
4865,3510.735,994,73,6,1
4866,7236.705,1932,98,8,1
4867,14149.74,3264,84,8,1
4868,1673.76,375,49,7,1
4869,13894.02,3140,81,8,1
4870,19789.935,4418,102,8,1
4871,6161.97,1812,93,7,1
4872,3266.34,758,65,7,1
4873,5531.325,1334,73,7,1
4874,2870.025,914,76,7,1
4875,5734.905,1353,82,8,1
4876,451.98,112,34,6,0
4877,2122.02,506,51,7,1
4878,1047.54,334,49,6,1
4879,1515.435,338,45,6,1
4880,8296.125,2104,90,7,1
4881,1725.27,423,31,6,1
4882,4107.435,1047,85,7,1
4883,2194.05,626,60,7,1
4884,1606.17,462,44,6,1
4885,2985.36,795,61,7,1
4886,4827.93,1258,90,7,1
4887,2174.7,537,69,7,0
4888,2755.89,815,68,7,1
4889,8440.875,2071,86,7,1
4890,1660.7250000000001,434,49,6,1
4891,2999.055,775,63,7,1
4892,6168.54,1528,77,8,1
4893,193.65,54,20,6,0
4894,243.35999999999999,76,29,5,1
4895,4112.76,1258,78,7,1
4896,4189.155,1019,70,7,1
4897,2867.07,795,63,7,1
4898,8189.22,1893,67,6,1
4899,1172.715,306,42,7,1
4900,4335.885,1245,79,7,1
4901,1673.1,479,55,8,1
4902,61213.83,12160,116,8,1
4903,1664.04,409,52,5,0
4904,2103.825,573,64,7,1
4905,8655.164999999999,1890,69,8,1
4906,1251.225,410,59,8,1
4907,2348.82,658,41,5,1
4908,6146.85,1569,97,8,1
4909,6456.24,1510,76,7,1
4910,10735.065,2625,91,8,1
4911,6757.89,1414,89,8,1
4912,222.75,70,33,7,0
4913,4493.385,931,45,7,1
4914,8487.81,2154,84,7,1
4915,270.09,74,27,6,0
4916,2981.91,827,42,7,1
4917,905.445,264,64,7,1
4918,2504.085,732,61,7,1
4919,13906.86,2754,69,7,1
4920,2392.965,777,75,7,1
4921,1632.375,469,40,6,1
4922,1327.815,316,52,6,0
4923,2432.4,721,52,6,1
4924,15415.08,3247,85,8,1
4925,484.8,150,48,6,0
4926,2537.01,776,82,7,1
4927,4476.18,993,88,8,1
4928,97.515,33,16,5,0
4929,288.315,82,31,7,0
4930,352.59000000000003,95,16,4,0
4931,3362.88,946,72,8,1
4932,8675.895,2246,95,8,1
4933,5246.82,1115,65,7,1
4934,10982.055,2305,74,8,1
4935,2457.975,702,62,7,1
4936,1539.075,382,57,7,1
4937,250.56,75,21,6,1
4938,3041.715,924,83,7,1
4939,25691.655,4618,40,5,1
4940,4119.885,1142,61,7,1
4941,1128.3,311,45,6,1
4942,8737.77,2262,67,7,1
4943,1131.855,350,56,7,1
4944,2215.77,612,54,6,1
4945,728.955,208,32,5,1
4946,1010.73,267,41,7,1
4947,2323.095,698,82,7,1
4948,4423.2,1194,73,7,1
4949,5353.875,1193,69,7,1
4950,2092.035,680,77,7,1
4951,4007.115,1220,86,7,1
4952,10622.76,2675,85,7,1
4953,2723.535,765,76,8,1
4954,2289.315,673,47,6,1
4955,3153.285,740,46,6,1
4956,6504.705,1700,79,7,1
4957,28512.495,5226,45,5,1
4958,3013.365,647,58,6,1
4959,518.205,141,16,4,1
4960,518.475,127,14,4,1
4961,1032.015,239,24,6,1
4962,290.43,78,27,6,1
4963,195.525,55,28,6,0
4964,728.88,197,35,6,1
4965,12100.395,2958,99,8,1
4966,42.405,14,11,3,0
4967,7684.9800000000005,1965,78,8,1
4968,1159.77,251,45,6,0
4969,4169.925,1162,74,7,1
4970,1497.39,456,46,5,1
4971,923.775,228,39,6,0
4972,3703.305,887,71,7,1
4973,249.795,57,20,6,0
4974,1415.67,377,41,7,1
4975,1967.85,450,39,6,1
4976,139.02,48,30,6,0
4977,117.225,35,13,3,0
4978,2518.995,665,58,6,1
4979,2419.35,659,38,5,1
4980,9138.27,2283,96,8,1
4981,2832.135,830,77,7,1
4982,13026.3,2914,82,8,1
4983,4786.77,1140,79,7,1
4984,4779.165,1111,55,7,1
4985,4089.48,1212,88,7,1
4986,4792.395,1429,78,7,1
4987,13.86,5,2,2,0
4988,14521.59,3802,85,7,1
4989,8128.995,2032,62,8,1
4990,9800.565,2193,93,8,1
4991,1318.23,348,60,7,1
4992,14002.515,3529,94,8,1
4993,1716.195,412,27,6,1
4994,2495.265,772,77,7,1
4995,3222.285,885,77,7,1
4996,11144.295,2642,79,8,1
4997,1726.56,478,47,6,1
4998,7900.7699999999995,2333,77,7,1
4999,224.145,72,28,6,0
5000,2405.745,630,65,7,1
5001,11653.305,2921,92,8,1
5002,3457.755,964,66,6,1
5003,4150.5,1236,72,7,1
5004,1857.645,529,60,7,1
5005,220.68,59,15,5,0
5006,1793.19,544,68,7,1
5007,2927.025,877,81,8,1
5008,5480.64,1472,87,8,1
5009,12033.255,2769,100,8,1
5010,3108.405,883,74,7,1
5011,3697.2,777,59,6,1
5012,2768.31,708,78,8,1
5013,1223.1,291,34,7,1
5014,11538.435,2664,77,8,1
5015,5175.3,1352,84,8,1
5016,9336.885,2426,76,8,1
5017,165.915,58,26,6,0
5018,1463.43,446,69,7,1
5019,6251.085,1673,90,8,1
5020,1910.175,591,59,7,1
5021,3844.125,946,69,7,1
5022,3393.945,888,79,7,1
5023,7258.95,1953,91,7,1
5024,4039.14,1136,59,7,1
5025,505.71,127,29,6,0
5026,1946.73,611,78,8,1
5027,10437.36,2116,69,7,1
5028,5648.295,1448,80,8,1
5029,181.56,57,22,5,1
5030,13502.64,3229,103,7,1
5031,715.905,164,29,6,1
5032,6938.43,1763,77,8,1
5033,8345.414999999999,2091,90,7,1
5034,2176.545,714,89,8,1
5035,1873.455,621,73,7,1
5036,1941.3600000000001,589,62,8,1
5037,1161.33,306,54,6,1
5038,1063.185,341,53,7,1
5039,2008.65,589,65,6,1
5040,9124.695,2631,95,7,1
5041,558.15,146,52,7,0
5042,1460.55,442,54,7,1
5043,6102.795,1340,65,8,1
5044,3955.47,966,68,6,1
5045,323.31,81,28,5,0
5046,55.47,21,15,5,0
5047,1087.26,318,36,6,1
5048,4320.375,1189,78,7,1
5049,2114.1,421,28,5,1
5050,25975.245,5394,100,8,1
5051,10856.175,2294,94,8,1
5052,5141.16,1301,68,7,1
5053,9856.47,2179,80,7,1
5054,22622.16,5212,117,8,1
5055,2602.35,682,57,7,1
5056,22247.295,4670,100,8,1
5057,2703.0,893,78,7,1
5058,10633.785,2308,82,7,1
5059,6897.645,1576,93,8,1
5060,1612.7250000000001,524,70,6,1
5061,260.04,65,22,5,1
5062,10077.99,2442,74,7,1
5063,1550.085,467,50,6,1
5064,1849.785,545,29,6,1
5065,11900.85,3081,93,8,1
5066,21878.685,5012,83,8,1
5067,40.545,18,7,4,0
5068,1918.485,480,65,7,0
5069,232.59,64,26,5,0
5070,8365.155,1901,95,8,1
5071,7679.925,1914,81,8,1
5072,1994.235,428,40,7,1
5073,5797.14,1608,76,7,1
5074,141.51,52,28,6,0
5075,493.65,152,43,6,1
5076,2750.04,575,55,6,1
5077,409.02,124,32,4,1
5078,666.39,160,28,5,1
5079,859.77,251,47,7,1
5080,6862.47,1455,68,7,1
5081,105.75,33,17,4,0
5082,3050.22,817,64,7,1
5083,6777.21,1755,88,8,1
5084,2285.625,601,66,7,1
5085,4817.415,1392,80,8,1
5086,2234.61,626,62,7,1
5087,3201.975,682,59,7,1
5088,1886.52,401,45,7,1
5089,110.34,34,8,2,0
5090,3659.385,938,80,7,1
5091,388.02,134,46,7,1
5092,11155.545,2762,75,7,1
5093,2197.005,561,56,7,1
5094,5188.71,1263,80,8,1
