ID Cliente,Tamaño de Cliente,Meses Comprados,N° Meses Comprados,Activo
4818,CHICO,['Enero'],1,0
4823,MICRO,"['Abril', 'Enero', 'Febrero', 'Junio', 'Marzo', 'Mayo']",6,0
4850,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
4853,MICRO,"['Abril', 'Enero', 'Febrero', 'Junio', 'Marzo', 'Mayo']",6,0
4876,MICRO,"['Enero', 'Febrero', 'Marzo']",3,0
4887,MEDIANO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
4893,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo']",4,0
4903,MEDIANO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
4912,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
4915,MICRO,"['Abril', 'Enero', 'Febrero', 'Julio', 'Marzo', 'Mayo']",6,0
4922,CHICO,"['Abril', 'Enero', 'Febrero', 'Junio', 'Marzo', 'Mayo']",6,0
4925,MICRO,"['Abril', 'Enero', 'Febrero', 'Junio', 'Marzo', 'Mayo']",6,0
4928,MICRO,"['Enero', 'Febrero']",2,0
4929,CHICO,"['Enero', 'Febrero', 'Marzo']",3,0
4930,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo']",4,0
4963,MICRO,"['Enero', 'Febrero']",2,0
4966,MICRO,['Enero'],1,0
4968,GRANDE,"['Enero', 'Febrero', 'Marzo']",3,0
4971,CHICO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
4973,MICRO,"['Enero', 'Febrero', 'Marzo']",3,0
4976,MICRO,"['Abril', 'Enero', 'Febrero', 'Junio', 'Marzo', 'Mayo']",6,0
4977,MICRO,"['Enero', 'Febrero', 'Marzo']",3,0
4987,MEDIANO,['Enero'],1,0
4999,MICRO,"['Abril', 'Agosto', 'Enero', 'Febrero', 'Julio', 'Marzo']",6,0
5005,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo']",4,0
5017,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
5025,MICRO,"['Enero', 'Febrero', 'Marzo']",3,0
5041,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
5045,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
5046,MICRO,['Enero'],1,0
5067,MICRO,['Enero'],1,0
5068,MEDIANO,"['Abril', 'Enero', 'Febrero', 'Junio', 'Marzo', 'Mayo']",6,0
5069,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
5074,MICRO,"['Enero', 'Febrero', 'Marzo']",3,0
5081,MICRO,"['Enero', 'Febrero', 'Marzo']",3,0
5089,MICRO,"['Abril', 'Enero', 'Febrero', 'Junio', 'Marzo', 'Mayo']",6,0
5098,MICRO,"['Enero', 'Febrero']",2,0
5117,MICRO,"['Abril', 'Enero', 'Febrero', 'Junio', 'Marzo', 'Mayo']",6,0
5126,MICRO,"['Enero', 'Febrero', 'Marzo']",3,0
5134,MEDIANO,['Enero'],1,0
5137,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
5141,MICRO,"['Enero', 'Febrero', 'Marzo']",3,0
5157,MICRO,"['Enero', 'Febrero']",2,0
5159,MICRO,"['Abril', 'Enero', 'Febrero', 'Junio', 'Marzo', 'Mayo']",6,0
5162,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
5163,MICRO,"['Enero', 'Febrero']",2,0
5167,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo']",4,0
5169,CHICO,"['Enero', 'Febrero', 'Marzo']",3,0
5172,MICRO,"['Abril', 'Enero', 'Febrero']",3,0
5177,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
5195,MICRO,"['Enero', 'Febrero', 'Marzo']",3,0
5204,MICRO,"['Enero', 'Febrero', 'Marzo']",3,0
5217,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
5230,MICRO,"['Abril', 'Febrero', 'Marzo', 'Mayo']",4,0
5234,MICRO,['Febrero'],1,0
5240,CHICO,"['Enero', 'Febrero', 'Marzo']",3,0
5255,MICRO,"['Enero', 'Febrero', 'Marzo']",3,0
5261,MICRO,"['Enero', 'Febrero']",2,0
5273,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
5276,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
5289,MEDIANO,['Enero'],1,0
5298,MEDIANO,"['Abril', 'Agosto', 'Enero', 'Febrero', 'Marzo', 'Mayo']",6,0
5311,MICRO,['Enero'],1,0
5313,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
5314,MICRO,['Febrero'],1,0
5317,MEDIANO,"['Abril', 'Enero', 'Febrero', 'Junio', 'Marzo', 'Mayo']",6,0
5318,MICRO,['Enero'],1,0
5330,MICRO,['Enero'],1,0
5332,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo']",4,0
5335,MICRO,"['Enero', 'Febrero', 'Marzo']",3,0
5337,MICRO,['Enero'],1,0
5340,MICRO,"['Abril', 'Enero', 'Febrero', 'Junio', 'Marzo', 'Mayo']",6,0
5341,MICRO,"['Enero', 'Febrero', 'Marzo']",3,0
5349,CHICO,['Enero'],1,0
5355,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
5365,CHICO,['Enero'],1,0
5381,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo']",4,0
5387,MEDIANO,"['Abril', 'Enero', 'Febrero', 'Julio', 'Marzo']",5,0
5392,MICRO,['Enero'],1,0
5394,MICRO,['Febrero'],1,0
5397,CHICO,"['Abril', 'Enero', 'Febrero', 'Marzo']",4,0
5413,MICRO,"['Enero', 'Febrero']",2,0
5448,MICRO,"['Enero', 'Febrero']",2,0
5457,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo']",4,0
5465,MICRO,['Enero'],1,0
5467,MICRO,"['Abril', 'Enero', 'Febrero', 'Junio', 'Marzo', 'Mayo']",6,0
5481,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo']",4,0
5482,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
5489,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo']",4,0
5491,MICRO,"['Enero', 'Febrero', 'Junio', 'Marzo']",4,0
5499,MEDIANO,"['Enero', 'Febrero', 'Marzo']",3,0
5502,MEDIANO,"['Enero', 'Febrero']",2,0
5508,MICRO,"['Enero', 'Febrero']",2,0
5524,MICRO,['Enero'],1,0
5529,MICRO,"['Enero', 'Febrero', 'Marzo', 'Mayo']",4,0
5538,MICRO,"['Enero', 'Febrero', 'Marzo']",3,0
5540,MICRO,"['Abril', 'Enero', 'Febrero', 'Junio', 'Marzo', 'Mayo']",6,0
5545,MICRO,"['Enero', 'Febrero']",2,0
5558,MICRO,"['Abril', 'Enero', 'Febrero', 'Junio', 'Marzo', 'Mayo']",6,0
5559,MEDIANO,"['Enero', 'Febrero']",2,0
5560,MICRO,"['Enero', 'Febrero']",2,0
5563,MICRO,"['Enero', 'Febrero']",2,0
5569,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo']",4,0
5571,MICRO,['Enero'],1,0
5581,MICRO,"['Enero', 'Febrero']",2,0
5585,MEDIANO,['Enero'],1,0
5586,MEDIANO,"['Febrero', 'Marzo']",2,0
5594,MICRO,"['Enero', 'Febrero', 'Marzo']",3,0
5595,MEDIANO,"['Abril', 'Enero', 'Febrero', 'Junio', 'Marzo', 'Mayo']",6,0
5598,CHICO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
5615,MICRO,"['Enero', 'Febrero']",2,0
5616,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo']",4,0
5625,MICRO,"['Enero', 'Febrero']",2,0
5626,MICRO,"['Enero', 'Febrero', 'Marzo']",3,0
5627,MICRO,['Febrero'],1,0
5633,MICRO,['Enero'],1,0
5638,MICRO,"['Enero', 'Febrero']",2,0
5651,MICRO,"['Abril', 'Enero']",2,0
5655,MICRO,['Enero'],1,0
5666,MEDIANO,"['Enero', 'Febrero', 'Marzo']",3,0
5671,CHICO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
5673,MICRO,"['Enero', 'Febrero']",2,0
5682,CHICO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
5685,MEDIANO,['Enero'],1,0
5713,MEDIANO,"['Abril', 'Enero', 'Febrero', 'Marzo']",4,0
5717,MICRO,"['Enero', 'Febrero', 'Marzo']",3,0
5718,CHICO,"['Abril', 'Enero', 'Febrero', 'Junio', 'Marzo', 'Mayo']",6,0
5740,CHICO,"['Enero', 'Febrero']",2,0
5747,CHICO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
5751,CHICO,"['Enero', 'Febrero', 'Marzo']",3,0
5754,CHICO,"['Abril', 'Enero', 'Febrero', 'Junio', 'Marzo', 'Mayo']",6,0
5756,MICRO,"['Enero', 'Febrero', 'Marzo']",3,0
5760,MICRO,['Enero'],1,0
5761,MICRO,['Enero'],1,0
5764,MICRO,['Enero'],1,0
5765,CHICO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
5766,MICRO,"['Enero', 'Febrero']",2,0
5775,MICRO,['Enero'],1,0
5784,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo']",4,0
5788,MICRO,"['Enero', 'Febrero', 'Marzo']",3,0
5789,CHICO,['Enero'],1,0
5790,MICRO,['Mayo'],1,0
5791,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
5795,MICRO,"['Enero', 'Febrero']",2,0
5796,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
5803,MICRO,"['Enero', 'Febrero', 'Marzo']",3,0
5805,MICRO,"['Abril', 'Enero', 'Febrero', 'Junio', 'Marzo', 'Mayo']",6,0
5811,MEDIANO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
5812,MICRO,"['Abril', 'Enero', 'Febrero', 'Julio', 'Marzo', 'Mayo']",6,0
5815,CHICO,"['Enero', 'Febrero']",2,0
5817,MICRO,"['Enero', 'Febrero', 'Julio', 'Marzo']",4,0
5819,MICRO,"['Enero', 'Marzo', 'Mayo']",3,0
5826,MICRO,['Enero'],1,0
5827,MICRO,['Enero'],1,0
5834,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo']",4,0
5835,MICRO,"['Enero', 'Febrero', 'Marzo']",3,0
5838,MICRO,"['Enero', 'Febrero', 'Marzo']",3,0
5840,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
5854,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
5859,MEDIANO,"['Enero', 'Febrero', 'Marzo']",3,0
5869,MICRO,['Enero'],1,0
5875,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo']",4,0
5877,MICRO,"['Enero', 'Febrero', 'Marzo']",3,0
5880,MICRO,"['Enero', 'Febrero']",2,0
5884,MICRO,['Enero'],1,0
5886,CHICO,"['Enero', 'Febrero']",2,0
5889,MICRO,"['Enero', 'Febrero']",2,0
5893,MICRO,['Enero'],1,0
5894,MICRO,['Enero'],1,0
5912,CHICO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
5920,MICRO,"['Enero', 'Febrero', 'Marzo']",3,0
5921,MICRO,"['Enero', 'Febrero', 'Marzo']",3,0
5923,MICRO,"['Enero', 'Febrero', 'Marzo']",3,0
5925,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo']",4,0
5935,MICRO,"['Enero', 'Marzo']",2,0
5938,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
5944,MICRO,"['Enero', 'Febrero']",2,0
5955,MICRO,['Enero'],1,0
5956,MEDIANO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
5969,MICRO,"['Enero', 'Febrero']",2,0
5970,MICRO,['Enero'],1,0
5972,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
5973,MICRO,['Febrero'],1,0
5977,MICRO,['Enero'],1,0
5980,MEDIANO,"['Abril', 'Enero', 'Febrero', 'Marzo']",4,0
5990,MICRO,"['Octubre', 'Septiembre']",2,0
5994,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
5997,CHICO,"['Abril', 'Enero', 'Febrero', 'Junio', 'Marzo', 'Mayo']",6,0
5999,MICRO,"['Enero', 'Febrero']",2,0
6004,MICRO,"['Enero', 'Febrero', 'Marzo']",3,0
6011,MICRO,"['Enero', 'Febrero']",2,0
6017,MICRO,['Enero'],1,0
6018,MICRO,"['Enero', 'Febrero', 'Marzo']",3,0
6021,MICRO,['Enero'],1,0
6025,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
6026,MICRO,"['Enero', 'Febrero']",2,0
6030,MICRO,['Enero'],1,0
6035,MICRO,"['Abril', 'Enero', 'Febrero', 'Junio', 'Marzo', 'Mayo']",6,0
6052,MICRO,['Enero'],1,0
6053,MICRO,"['Enero', 'Febrero', 'Marzo']",3,0
6054,CHICO,"['Enero', 'Marzo']",2,0
6057,MICRO,"['Enero', 'Febrero', 'Marzo', 'Mayo']",4,0
6063,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo']",4,0
6073,MICRO,"['Abril', 'Enero', 'Febrero', 'Junio', 'Marzo', 'Mayo']",6,0
6074,MICRO,"['Enero', 'Junio', 'Marzo']",3,0
6076,MICRO,"['Enero', 'Febrero']",2,0
6081,MICRO,"['Abril', 'Enero', 'Febrero', 'Junio', 'Marzo', 'Mayo']",6,0
6085,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo']",4,0
6086,MICRO,"['Enero', 'Febrero']",2,0
6097,MICRO,"['Enero', 'Febrero', 'Marzo']",3,0
6105,MICRO,"['Enero', 'Febrero']",2,0
6118,MICRO,"['Abril', 'Enero', 'Febrero', 'Julio', 'Marzo', 'Mayo']",6,0
6119,MICRO,"['Febrero', 'Junio', 'Noviembre']",3,0
6124,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
6134,MICRO,"['Enero', 'Febrero', 'Marzo']",3,0
6140,MICRO,['Enero'],1,0
6143,MICRO,"['Abril', 'Enero', 'Febrero', 'Junio', 'Marzo', 'Mayo']",6,0
6153,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
6160,MICRO,"['Enero', 'Febrero', 'Marzo']",3,0
6161,MEDIANO,"['Abril', 'Enero', 'Febrero', 'Junio', 'Marzo', 'Mayo']",6,0
6167,MICRO,"['Abril', 'Agosto', 'Enero', 'Febrero', 'Marzo', 'Mayo']",6,0
6170,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
6172,MICRO,"['Enero', 'Febrero', 'Marzo']",3,0
6173,MICRO,"['Enero', 'Febrero', 'Marzo']",3,0
6197,MICRO,"['Enero', 'Febrero', 'Marzo']",3,0
6202,MICRO,"['Enero', 'Febrero']",2,0
6204,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
6207,MICRO,"['Abril', 'Febrero', 'Marzo']",3,0
6211,MICRO,"['Abril', 'Febrero', 'Marzo', 'Mayo']",4,0
6227,MICRO,['Febrero'],1,0
6237,MICRO,"['Abril', 'Febrero', 'Marzo']",3,0
6246,MICRO,"['Febrero', 'Marzo']",2,0
6258,MICRO,['Febrero'],1,0
6282,MEDIANO,"['Abril', 'Marzo', 'Mayo']",3,0
6286,MICRO,"['Abril', 'Junio', 'Marzo', 'Mayo']",4,0
6290,MICRO,"['Agosto', 'Junio', 'Marzo']",3,0
6291,MICRO,"['Abril', 'Julio', 'Junio', 'Marzo', 'Mayo']",5,0
6292,MICRO,['Marzo'],1,0
6298,MEDIANO,"['Abril', 'Agosto', 'Julio', 'Junio', 'Marzo', 'Mayo']",6,0
6299,MICRO,"['Abril', 'Agosto', 'Julio', 'Marzo', 'Septiembre']",5,0
6313,MICRO,"['Abril', 'Agosto', 'Julio', 'Junio', 'Marzo', 'Mayo']",6,0
6315,MICRO,"['Abril', 'Julio', 'Marzo', 'Mayo']",4,0
6317,MICRO,"['Agosto', 'Julio', 'Junio', 'Mayo', 'Octubre', 'Septiembre']",6,0
6333,MICRO,"['Abril', 'Julio', 'Junio', 'Marzo', 'Mayo']",5,0
6337,MICRO,"['Abril', 'Marzo', 'Mayo', 'Septiembre']",4,0
6338,MICRO,"['Abril', 'Mayo']",2,0
6349,MICRO,"['Abril', 'Mayo']",2,0
6362,MICRO,"['Abril', 'Julio', 'Junio', 'Mayo']",4,0
6368,MICRO,['Abril'],1,0
6369,MICRO,['Abril'],1,0
6378,MICRO,"['Abril', 'Agosto', 'Julio', 'Junio']",4,0
6379,MICRO,"['Abril', 'Agosto', 'Julio', 'Junio', 'Mayo']",5,0
6380,MICRO,"['Abril', 'Agosto', 'Junio', 'Mayo']",4,0
6381,MICRO,"['Abril', 'Agosto', 'Julio', 'Junio', 'Mayo']",5,0
6382,MICRO,['Abril'],1,0
6389,MICRO,"['Abril', 'Mayo']",2,0
6391,MICRO,"['Agosto', 'Julio', 'Junio', 'Mayo', 'Octubre', 'Septiembre']",6,0
6399,MICRO,"['Abril', 'Agosto', 'Mayo']",3,0
6403,MICRO,"['Abril', 'Julio', 'Junio', 'Mayo']",4,0
6404,MICRO,"['Abril', 'Agosto', 'Julio', 'Junio', 'Mayo']",5,0
6407,MICRO,"['Abril', 'Julio', 'Junio']",3,0
6410,MICRO,"['Julio', 'Junio', 'Mayo']",3,0
6422,MICRO,"['Diciembre', 'Mayo']",2,0
6424,MICRO,"['Agosto', 'Julio', 'Junio', 'Mayo', 'Octubre', 'Septiembre']",6,0
6429,MICRO,"['Agosto', 'Julio', 'Junio', 'Mayo']",4,0
6433,MICRO,"['Agosto', 'Julio', 'Junio', 'Mayo']",4,0
6435,CHICO,"['Agosto', 'Julio', 'Junio', 'Mayo']",4,0
6446,MICRO,"['Junio', 'Mayo']",2,0
6452,MICRO,"['Agosto', 'Julio', 'Junio', 'Mayo', 'Octubre', 'Septiembre']",6,0
6454,MICRO,"['Julio', 'Junio', 'Mayo']",3,0
6459,MICRO,"['Julio', 'Junio', 'Mayo']",3,0
6460,MICRO,['Mayo'],1,0
6461,MICRO,"['Junio', 'Mayo']",2,0
6464,MICRO,"['Julio', 'Junio', 'Mayo']",3,0
6470,MICRO,"['Junio', 'Mayo', 'Octubre']",3,0
6472,MICRO,"['Agosto', 'Julio', 'Junio', 'Mayo', 'Octubre', 'Septiembre']",6,0
6473,MICRO,"['Agosto', 'Julio', 'Junio']",3,0
6482,MICRO,"['Agosto', 'Julio', 'Junio', 'Mayo', 'Noviembre']",5,0
6487,CHICO,"['Agosto', 'Julio', 'Junio', 'Octubre', 'Septiembre']",5,0
6512,MICRO,"['Agosto', 'Julio', 'Junio']",3,0
6519,MICRO,"['Julio', 'Junio']",2,0
6526,MICRO,"['Agosto', 'Julio', 'Junio', 'Septiembre']",4,0
6527,MICRO,['Junio'],1,0
6532,MICRO,"['Agosto', 'Julio', 'Junio']",3,0
6544,MICRO,['Junio'],1,0
6547,MICRO,"['Agosto', 'Julio']",2,0
6562,MICRO,"['Agosto', 'Julio', 'Junio']",3,0
6564,MICRO,"['Agosto', 'Julio', 'Junio']",3,0
6570,MICRO,"['Agosto', 'Julio', 'Junio', 'Septiembre']",4,0
6571,MICRO,"['Agosto', 'Junio']",2,0
6572,CHICO,"['Agosto', 'Diciembre', 'Julio', 'Junio', 'Octubre', 'Septiembre']",6,0
6576,MICRO,"['Agosto', 'Julio', 'Junio']",3,0
6583,MICRO,"['Julio', 'Junio']",2,0
6587,MICRO,"['Julio', 'Junio', 'Octubre', 'Septiembre']",4,0
6596,MICRO,"['Agosto', 'Julio', 'Junio', 'Octubre', 'Septiembre']",5,0
6597,MICRO,"['Agosto', 'Julio', 'Junio', 'Septiembre']",4,0
6600,MICRO,"['Julio', 'Junio']",2,0
6602,MICRO,"['Agosto', 'Julio', 'Junio']",3,0
6603,MICRO,"['Julio', 'Junio']",2,0
6605,MICRO,"['Agosto', 'Julio', 'Junio']",3,0
6610,MICRO,"['Julio', 'Junio']",2,0
6613,MICRO,"['Agosto', 'Julio', 'Octubre', 'Septiembre']",4,0
6618,MICRO,"['Agosto', 'Julio']",2,0
6621,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
6627,MICRO,"['Agosto', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",5,0
6629,MICRO,"['Agosto', 'Julio']",2,0
6630,MICRO,"['Agosto', 'Julio']",2,0
6639,MICRO,"['Agosto', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",5,0
6651,MICRO,['Julio'],1,0
6652,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
6667,MICRO,"['Agosto', 'Diciembre', 'Enero', 'Febrero', 'Noviembre', 'Octubre']",6,0
6672,MICRO,"['Agosto', 'Julio']",2,0
6673,MICRO,['Julio'],1,0
6675,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
6676,MICRO,['Julio'],1,0
6691,MICRO,"['Agosto', 'Julio']",2,0
6693,MICRO,['Julio'],1,0
6701,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
6706,MICRO,"['Julio', 'Septiembre']",2,0
6708,MICRO,"['Agosto', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",5,0
6734,MICRO,"['Diciembre', 'Julio']",2,0
6740,MICRO,"['Agosto', 'Julio', 'Septiembre']",3,0
6747,MICRO,"['Julio', 'Noviembre', 'Septiembre']",3,0
6750,MICRO,"['Agosto', 'Diciembre', 'Marzo', 'Noviembre', 'Octubre', 'Septiembre']",6,0
6752,MICRO,"['Agosto', 'Julio']",2,0
6754,MICRO,"['Agosto', 'Julio']",2,0
6758,MICRO,"['Agosto', 'Julio']",2,0
6763,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
6766,CHICO,"['Agosto', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",5,0
6768,MICRO,"['Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",5,0
6773,MEDIANO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
6777,MICRO,"['Abril', 'Diciembre', 'Enero', 'Junio', 'Marzo', 'Mayo']",6,0
6789,MICRO,"['Agosto', 'Diciembre', 'Enero', 'Noviembre', 'Octubre', 'Septiembre']",6,0
6817,MICRO,['Agosto'],1,0
6821,MICRO,['Agosto'],1,0
6829,CHICO,"['Agosto', 'Diciembre', 'Noviembre', 'Octubre', 'Septiembre']",5,0
6832,MICRO,"['Agosto', 'Diciembre', 'Noviembre', 'Octubre', 'Septiembre']",5,0
6851,MICRO,"['Agosto', 'Diciembre', 'Enero', 'Noviembre', 'Octubre', 'Septiembre']",6,0
6852,MICRO,"['Agosto', 'Octubre', 'Septiembre']",3,0
6854,MICRO,"['Diciembre', 'Enero', 'Noviembre', 'Octubre', 'Septiembre']",5,0
6856,MICRO,"['Diciembre', 'Noviembre', 'Octubre', 'Septiembre']",4,0
6857,MICRO,['Septiembre'],1,0
6863,MICRO,"['Diciembre', 'Noviembre', 'Octubre', 'Septiembre']",4,0
6869,MICRO,"['Diciembre', 'Enero', 'Noviembre', 'Octubre', 'Septiembre']",5,0
6880,MICRO,"['Diciembre', 'Enero', 'Febrero', 'Noviembre', 'Octubre', 'Septiembre']",6,0
6887,MICRO,"['Diciembre', 'Enero', 'Noviembre', 'Octubre', 'Septiembre']",5,0
6889,MICRO,"['Octubre', 'Septiembre']",2,0
6893,MICRO,"['Octubre', 'Septiembre']",2,0
6909,MICRO,"['Noviembre', 'Octubre', 'Septiembre']",3,0
6911,MICRO,"['Diciembre', 'Enero', 'Febrero', 'Noviembre', 'Octubre', 'Septiembre']",6,0
6915,MICRO,"['Diciembre', 'Noviembre', 'Octubre', 'Septiembre']",4,0
6919,MICRO,"['Noviembre', 'Octubre', 'Septiembre']",3,0
6925,MICRO,['Septiembre'],1,0
6931,MICRO,"['Diciembre', 'Enero', 'Febrero', 'Noviembre', 'Octubre', 'Septiembre']",6,0
6933,MICRO,"['Diciembre', 'Enero', 'Febrero', 'Noviembre', 'Octubre', 'Septiembre']",6,0
6939,MICRO,"['Octubre', 'Septiembre']",2,0
6944,MICRO,"['Noviembre', 'Octubre', 'Septiembre']",3,0
6945,MICRO,['Septiembre'],1,0
6949,MICRO,"['Diciembre', 'Enero', 'Noviembre', 'Octubre', 'Septiembre']",5,0
6958,MICRO,"['Diciembre', 'Noviembre', 'Octubre', 'Septiembre']",4,0
6961,MICRO,"['Noviembre', 'Octubre']",2,0
6970,MICRO,['Octubre'],1,0
6972,MICRO,"['Abril', 'Diciembre', 'Enero', 'Febrero', 'Marzo', 'Mayo']",6,0
6973,MICRO,"['Diciembre', 'Enero', 'Noviembre', 'Octubre']",4,0
6974,MICRO,"['Diciembre', 'Enero', 'Febrero', 'Noviembre', 'Octubre']",5,0
6986,MICRO,"['Diciembre', 'Enero', 'Noviembre', 'Octubre']",4,0
6987,MICRO,"['Diciembre', 'Enero', 'Febrero', 'Noviembre', 'Octubre']",5,0
6994,MICRO,"['Diciembre', 'Enero', 'Noviembre', 'Octubre']",4,0
7006,MICRO,['Octubre'],1,0
7007,MICRO,['Octubre'],1,0
7008,MICRO,"['Noviembre', 'Octubre']",2,0
7018,MICRO,"['Diciembre', 'Enero', 'Febrero', 'Julio', 'Marzo', 'Noviembre']",6,0
7030,MICRO,"['Diciembre', 'Noviembre', 'Octubre']",3,0
7037,MICRO,"['Diciembre', 'Enero', 'Febrero', 'Noviembre', 'Octubre']",5,0
7038,MICRO,"['Diciembre', 'Enero', 'Febrero', 'Marzo', 'Noviembre']",5,0
7040,MICRO,"['Enero', 'Febrero', 'Marzo', 'Octubre', 'Septiembre']",5,0
7042,MICRO,"['Noviembre', 'Octubre']",2,0
7050,MICRO,"['Diciembre', 'Noviembre', 'Octubre']",3,0
7051,MICRO,"['Enero', 'Noviembre', 'Octubre']",3,0
7053,MICRO,"['Diciembre', 'Enero', 'Octubre']",3,0
7057,MICRO,"['Noviembre', 'Octubre']",2,0
7062,MICRO,"['Noviembre', 'Octubre']",2,0
7064,MICRO,['Octubre'],1,0
7065,MICRO,['Octubre'],1,0
7066,MICRO,"['Diciembre', 'Enero', 'Noviembre', 'Octubre']",4,0
7067,MICRO,"['Diciembre', 'Noviembre', 'Octubre']",3,0
7069,MICRO,"['Diciembre', 'Enero', 'Febrero', 'Marzo', 'Noviembre', 'Octubre']",6,0
7073,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Noviembre']",5,0
7075,MICRO,"['Diciembre', 'Noviembre', 'Octubre']",3,0
7076,MICRO,"['Diciembre', 'Noviembre', 'Octubre']",3,0
7077,MICRO,"['Noviembre', 'Octubre']",2,0
7078,MICRO,"['Diciembre', 'Noviembre', 'Octubre']",3,0
7092,MICRO,"['Diciembre', 'Enero', 'Febrero']",3,0
